Rendering est
  INFO     Rendering texts in 10621 tiles...                                                                                                                                                                
         23726113 function calls (23592317 primitive calls) in 70.825 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    36067    0.011    0.000    0.011    0.000 decorators.py:73(<listcomp>)
        7    0.000    0.000    0.011    0.002 version.py:1(<module>)
      284    0.000    0.000    0.011    0.000 skin.py:691(__init__)
        1    0.000    0.000    0.011    0.011 cd.py:1(<module>)
     1848    0.001    0.000    0.011    0.000 schema.py:366(<genexpr>)
    14122    0.010    0.000    0.010    0.000 JpegImagePlugin.py:332(_accept)
        1    0.000    0.000    0.010    0.010 PdfParser.py:353(PdfParser)
     1006    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.000    0.000    0.010    0.010 text_encoding.py:1(<module>)
        1    0.000    0.000    0.010    0.010 pickle.py:1(<module>)
       81    0.004    0.000    0.010    0.000 __init__.py:328(namedtuple)
     4492    0.004    0.000    0.010    0.000 schema.py:213(validate)
     1876    0.005    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.010    0.010 load_metrics.py:1(<module>)
    17809    0.010    0.000    0.010    0.000 sre_parse.py:234(__next)
      909    0.002    0.000    0.010    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.010    0.010 numeric.py:1(<module>)
        1    0.000    0.000    0.010    0.010 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.010    0.010 binary_datasource.py:1(<module>)
    14122    0.009    0.000    0.009    0.000 ImageFile.py:222(<lambda>)
        2    0.000    0.000    0.009    0.005 subprocess.py:1(<module>)
      938    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
     3954    0.009    0.000    0.009    0.000 stride_tricks.py:414(_broadcast_shape)
     3284    0.005    0.000    0.009    0.000 contextlib.py:496(callback)
        1    0.000    0.000    0.009    0.009 resource_demand_scheduler.py:1(<module>)
        2    0.000    0.000    0.009    0.005 _compression.py:1(<module>)
        2    0.000    0.000    0.009    0.005 progress_bar.py:1(<module>)
        3    0.000    0.000    0.009    0.003 decoder.py:1(<module>)
     3618    0.006    0.000    0.009    0.000 coords.py:30(__getitem__)
        1    0.001    0.001    0.009    0.009 gcs_service_pb2.py:1(<module>)
    13003    0.006    0.000    0.009    0.000 sre_parse.py:165(__getitem__)
     9026    0.005    0.000    0.009    0.000 typing.py:935(_is_dunder)
        1    0.000    0.000    0.009    0.009 file_based_datasource.py:1(<module>)
        1    0.000    0.000    0.009    0.009 workflow_access.py:1(<module>)
        1    0.000    0.000    0.009    0.009 workflow_state.py:1(<module>)
    19592    0.006    0.000    0.008    0.000 schema.py:380(<lambda>)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
        1    0.000    0.000    0.008    0.008 actor_pool.py:1(<module>)
     3954    0.003    0.000    0.008    0.000 stride_tricks.py:536(<listcomp>)
      176    0.002    0.000    0.008    0.000 Image.py:56(__getattr__)
    75542    0.008    0.000    0.008    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.008    0.001 tracing_helper.py:449(_inject_tracing_into_class)
  156/138    0.001    0.000    0.008    0.000 inspect.py:2371(_signature_from_callable)
        1    0.000    0.000    0.008    0.008 _dill.py:1(<module>)
        3    0.000    0.000    0.008    0.003 types.py:1(<module>)
      245    0.001    0.000    0.008    0.000 abc.py:105(__new__)
        1    0.000    0.000    0.008    0.008 ttFont.py:1(<module>)
        1    0.000    0.000    0.008    0.008 reader.py:1(<module>)
        1    0.000    0.000    0.008    0.008 sbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.008    0.008 reader.py:45(Reader)
     4600    0.005    0.000    0.008    0.000 schema.py:429(<genexpr>)
        1    0.000    0.000    0.008    0.008 ssl.py:1(<module>)
      862    0.001    0.000    0.008    0.000 enum.py:359(__call__)
       90    0.000    0.000    0.007    0.000 _make.py:320(_compile_and_eval)
      130    0.000    0.000    0.007    0.000 inspect.py:3245(signature)
      267    0.000    0.000    0.007    0.000 __init__.py:784(joinpath)
        1    0.000    0.000    0.007    0.007 decimal.py:1(<module>)
      909    0.003    0.000    0.007    0.000 __init__.py:1315(getLogger)
     1006    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      130    0.000    0.000    0.007    0.000 inspect.py:2991(from_callable)
    14122    0.007    0.000    0.007    0.000 ImageFile.py:74(_tilesort)
        1    0.000    0.000    0.007    0.007 strtree.py:1(<module>)
        1    0.000    0.000    0.007    0.007 pdb.py:1(<module>)
     1292    0.001    0.000    0.007    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.007    0.007 __init__.py:26(__init__)
       88    0.001    0.000    0.007    0.000 Image.py:705(tobytes)
    85653    0.007    0.000    0.007    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.007    0.007 defmatrix.py:1(<module>)
      122    0.001    0.000    0.007    0.000 typing.py:1223(__getitem__)
    14923    0.007    0.000    0.007    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.007    0.007 packaging.py:1(<module>)
    14122    0.007    0.000    0.007    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.007    0.007 node.py:1(<module>)
      241    0.001    0.000    0.007    0.000 typing.py:1194(__getitem__)
7632/3816    0.006    0.000    0.007    0.000 skin.py:116(__new__)
     1905    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.007    0.007 default_styles.py:1(<module>)
 2131/504    0.005    0.000    0.007    0.000 sre_parse.py:175(getwidth)
      429    0.006    0.000    0.007    0.000 creation.py:79(linestrings)
      806    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        2    0.000    0.000    0.006    0.003 shape_base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 descriptor.py:1(<module>)
        1    0.000    0.000    0.006    0.006 scope.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _channel.py:1(<module>)
    32400    0.006    0.000    0.006    0.000 schema.py:344(_prepend_schema_name)
     2384    0.002    0.000    0.006    0.000 typing.py:137(_type_convert)
       38    0.000    0.000    0.006    0.000 dataclasses.py:588(_repr_fn)
        1    0.000    0.000    0.006    0.006 cloudpickle.py:1(<module>)
       13    0.000    0.000    0.006    0.000 enum.py:536(_convert_)
     1905    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:125(release)
      938    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        6    0.000    0.000    0.006    0.001 validators.py:112(create)
     3618    0.006    0.000    0.006    0.000 {built-in method shapely.lib.get_coordinates}
    32400    0.006    0.000    0.006    0.000 schema.py:59(<genexpr>)
        2    0.000    0.000    0.006    0.003 style.py:1(<module>)
      529    0.004    0.000    0.006    0.000 Image.py:531(_new)
     4499    0.006    0.000    0.006    0.000 {method 'search' of 're.Pattern' objects}
     1099    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.006    0.006 align.py:1(<module>)
      763    0.000    0.000    0.006    0.000 typing.py:1143(<genexpr>)
       69    0.000    0.000    0.006    0.000 _make.py:328(_make_method)
        1    0.000    0.000    0.006    0.006 _internal.py:1(<module>)
      180    0.005    0.000    0.006    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.006    0.006 arrow_block.py:1(<module>)
     3984    0.003    0.000    0.006    0.000 {built-in method builtins.all}
       87    0.001    0.000    0.005    0.000 inspect.py:2276(_signature_from_function)
        1    0.000    0.000    0.005    0.005 initialise.py:1(<module>)
      113    0.000    0.000    0.005    0.000 typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.005    0.005 json_format.py:1(<module>)
       16    0.000    0.000    0.005    0.000 enum.py:483(_create_)
        1    0.000    0.000    0.005    0.005 linalg.py:1(<module>)
        8    0.000    0.000    0.005    0.001 actor.py:435(_ray_from_modified_class)
       20    0.000    0.000    0.005    0.000 _make.py:1219(attrs)
     2414    0.002    0.000    0.005    0.000 {built-in method builtins.max}
       98    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
      743    0.002    0.000    0.005    0.000 enum.py:89(__setitem__)
     8015    0.005    0.000    0.005    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.005    0.005 constrain.py:1(<module>)
    10140    0.004    0.000    0.005    0.000 schema.py:715(__hash__)
        1    0.000    0.000    0.005    0.005 sjisprober.py:1(<module>)
     1152    0.004    0.000    0.005    0.000 typing.py:206(_collect_type_vars)
       37    0.000    0.000    0.005    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.005    0.005 subprocess_output_util.py:1(<module>)
      176    0.002    0.000    0.005    0.000 _deprecate.py:8(deprecate)
     6492    0.005    0.000    0.005    0.000 internal.py:29(<listcomp>)
        3    0.000    0.000    0.005    0.002 context.py:1(<module>)
        1    0.000    0.000    0.005    0.005 syntax.py:1(<module>)
      724    0.003    0.000    0.005    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.005    0.005 _geometry.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ansitowin32.py:1(<module>)
        1    0.000    0.000    0.005    0.005 zipfile.py:1(<module>)
        6    0.000    0.000    0.005    0.001 _utils.py:55(load_schema)
        1    0.000    0.000    0.005    0.005 ImageFont.py:1(<module>)
        1    0.000    0.000    0.005    0.005 gcs_pubsub.py:1(<module>)
        2    0.000    0.000    0.005    0.002 models.py:1(<module>)
        1    0.000    0.000    0.005    0.005 socket.py:1(<module>)
        1    0.000    0.000    0.005    0.005 converters.py:1(<module>)
       51    0.000    0.000    0.005    0.000 tracing_helper.py:104(_add_param_to_signature)
        1    0.000    0.000    0.004    0.004 version.py:257(Version)
     3954    0.002    0.000    0.004    0.000 shape_base.py:348(_stack_dispatcher)
    10078    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.004    0.004 ray_option_utils.py:1(<module>)
        1    0.000    0.000    0.004    0.004 simple_block.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pla2.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cli.py:1(<module>)
        2    0.000    0.000    0.004    0.002 cookies.py:1(<module>)
     2814    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 color.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pubsub_pb2.py:1(<module>)
      196    0.000    0.000    0.004    0.000 typing.py:664(__init__)
        1    0.000    0.000    0.004    0.004 table.py:1(<module>)
        1    0.000    0.000    0.004    0.004 resolver.py:1(<module>)
        1    0.000    0.000    0.004    0.004 client.py:1(<module>)
        1    0.000    0.000    0.004    0.004 stage_impl.py:1(<module>)
      286    0.001    0.000    0.004    0.000 overrides.py:89(verify_matching_signatures)
        1    0.000    0.000    0.004    0.004 geo.py:1(<module>)
     3284    0.002    0.000    0.004    0.000 contextlib.py:448(_exit_wrapper)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
     6898    0.002    0.000    0.004    0.000 sre_parse.py:250(match)
        1    0.000    0.000    0.004    0.004 ray_logging.py:1(<module>)
       20    0.000    0.000    0.004    0.000 _make.py:677(__init__)
      938    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      284    0.000    0.000    0.004    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.004    0.004 type_checkers.py:1(<module>)
      548    0.002    0.000    0.004    0.000 schema.py:138(__init__)
        1    0.000    0.000    0.004    0.004 _pmap.py:1(<module>)
     3954    0.002    0.000    0.004    0.000 shape_base.py:420(<listcomp>)
        3    0.000    0.000    0.004    0.001 parser.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:1(<module>)
      410    0.002    0.000    0.004    0.000 typing.py:267(_remove_dups_flatten)
       20    0.000    0.000    0.004    0.000 _make.py:512(_transform_attrs)
       17    0.000    0.000    0.004    0.000 worker.py:2775(remote)
      113    0.000    0.000    0.004    0.000 typing.py:1188(copy_with)
        3    0.000    0.000    0.004    0.001 _utils.py:1(<module>)
  945/944    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
      291    0.000    0.000    0.003    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.003    0.003 _make.py:1(<module>)
14170/12748    0.002    0.000    0.003    0.000 {built-in method builtins.hash}
     6437    0.003    0.000    0.003    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.003    0.002 events.py:1(<module>)
        1    0.000    0.000    0.003    0.003 formatting.py:1(<module>)
        1    0.000    0.000    0.003    0.003 md.py:1(<module>)
     1079    0.002    0.000    0.003    0.000 __init__.py:89(find_spec)
        1    0.000    0.000    0.003    0.003 chardistribution.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _psosx.py:1(<module>)
        1    0.000    0.000    0.003    0.003 theme.py:1(<module>)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
        1    0.000    0.000    0.003    0.003 block_batching.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _emoji_replace.py:1(<module>)
       11    0.000    0.000    0.003    0.000 __init__.py:108(import_module)
        1    0.000    0.000    0.003    0.003 datetime.py:1(<module>)
    15/11    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
      797    0.001    0.000    0.003    0.000 progress.py:103(track)
        1    0.000    0.000    0.003    0.003 jupyter.py:1(<module>)
1499/1489    0.001    0.000    0.003    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.003    0.003 tracing_helper.py:68(try_all)
        3    0.000    0.000    0.003    0.001 _common.py:1(<module>)
    20805    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.003    0.001 tracing_helper.py:74(_try_import)
        2    0.000    0.000    0.003    0.002 containers.py:1(<module>)
        7    0.000    0.000    0.003    0.000 __init__.py:787(children)
     1088    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:71(__init__)
       20    0.000    0.000    0.003    0.000 typing.py:2267(__new__)
        2    0.000    0.000    0.003    0.002 function_base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 iter.py:1(<module>)
        1    0.000    0.000    0.003    0.003 charset.py:1(<module>)
       16    0.001    0.000    0.003    0.000 inspect.py:444(getmembers)
     2564    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
      232    0.001    0.000    0.003    0.000 dataclasses.py:723(_get_field)
        8    0.000    0.000    0.003    0.000 actor.py:320(__init__)
     3954    0.003    0.000    0.003    0.000 shape_base.py:432(<listcomp>)
      616    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
     1088    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:198(cb)
